code,name,value_range,options,candidate_map,依据
0482_3323_03,农用及园林用金属工具产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0482_3323_04,农用及园林用金属工具原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0482_3323_06,农用及园林用金属工具质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0490_4821_03,水源及供水设施工程建筑产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0490_4821_04,水源及供水设施工程建筑原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0490_4821_06,水源及供水设施工程建筑质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0511_5111_01,谷物、豆及薯类年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5111_04,谷物、豆及薯类仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5113_01,畜牧渔业饲料年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5113_04,畜牧渔业饲料仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5114_01,棉、麻年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5114_04,棉、麻仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5115_01,林业产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5115_04,林业产品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5116_01,牲畜年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5116_04,牲畜仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5117_01,渔业产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5117_04,渔业产品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0511_5119_01,其他农牧产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0511_5119_04,其他农牧产品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5121_01,米、面制品及食用油年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5121_04,米、面制品及食用油仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5122_01,糕点、糖果及糖年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5122_04,糕点、糖果及糖仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5123_01,果品、蔬菜年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5123_04,果品、蔬菜仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5124_01,肉、禽、蛋、奶及水产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5124_04,肉、禽、蛋、奶及水产品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5127_01,酒、饮料及茶叶年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5127_04,酒、饮料及茶叶仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0512_5128_01,烟草制品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0512_5128_04,烟草制品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0513_5152_01,中药年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0513_5152_04,中药仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0513_5153_01,动物用药品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0513_5153_04,动物用药品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0514_03,季节性库存峰值/谷值比,库存峰值/谷值（农资强季节性）,库存峰值 / 谷值,"{""库存峰值"": 100, ""谷值"": 25}",启发生成（需人工审核）
0514_5112_01,种子年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0514_5112_04,种子仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0514_5166_01,化肥年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0514_5166_04,化肥仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0514_5167_01,农药年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0514_5167_04,农药仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0514_5168_01,农用薄膜年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0514_5168_04,农用薄膜仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0514_5171_01,农业机械年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0514_5171_04,农业机械仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0515_5192_01,宠物食品用品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0515_5192_04,宠物食品用品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0516_01,平台合规性（ICP证等）,是否持ICP备案/许可证等,是否持ICP备案 / 许可证等,"{""是否持ICP备案"": 100, ""许可证等"": 25}",启发生成（需人工审核）
0516_5193_01,互联网年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0516_5193_04,互联网仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0517_5181_01,贸易代理年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0517_5181_04,贸易代理仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0518_02,拍卖成交率,成交标的/上拍标的,成交标的 / 上拍标的,"{""成交标的"": 100, ""上拍标的"": 25}",启发生成（需人工审核）
0518_5182_01,一般物品拍卖年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0518_5182_04,一般物品拍卖仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0521_5221_01,粮油年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0521_5221_04,粮油仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0521_5223_01,果品、蔬菜年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0521_5223_04,果品、蔬菜仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0521_5224_01,肉、禽、蛋、奶及水产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
